,Index Name,INDEX_NAME,HistoricalDate,OPEN,HIGH,LOW,CLOSE
958,Nifty 50,NIFTY 50,08 Jul 2019,11770.4,11771.9,11523.3,11558.60
959,Nifty 50,NIFTY 50,05 Jul 2019,11964.75,11981.75,11797.9,11811.15
960,Nifty 50,NIFTY 50,04 Jul 2019,11928.8,11969.25,11923.65,11946.75
961,Nifty 50,NIFTY 50,03 Jul 2019,11932.15,11945.2,11887.05,11916.75
962,Nifty 50,NIFTY 50,02 Jul 2019,11890.3,11917.45,11814.7,11910.30
963,Nifty 50,NIFTY 50,01 Jul 2019,11839.9,11884.65,11830.8,11865.60
964,Nifty 50,NIFTY 50,28 Jun 2019,11861.15,11871.7,11775.5,11788.85
965,Nifty 50,NIFTY 50,27 Jun 2019,11860.85,11911.15,11821.05,11841.55
966,Nifty 50,NIFTY 50,26 Jun 2019,11768.15,11871.85,11757.55,11847.55
967,Nifty 50,NIFTY 50,25 Jun 2019,11681,11814.4,11651,11796.45
968,Nifty 50,NIFTY 50,24 Jun 2019,11725.8,11754,11670.2,11699.65
969,Nifty 50,NIFTY 50,21 Jun 2019,11827.6,11827.95,11705.1,11724.10
970,Nifty 50,NIFTY 50,20 Jun 2019,11653.65,11843.5,11635.05,11831.75
971,Nifty 50,NIFTY 50,19 Jun 2019,11744.45,11802.5,11625.1,11691.45
972,Nifty 50,NIFTY 50,18 Jun 2019,11677.05,11727.2,11641.15,11691.50
973,Nifty 50,NIFTY 50,17 Jun 2019,11844,11844.05,11657.75,11672.15
974,Nifty 50,NIFTY 50,14 Jun 2019,11910.1,11911.85,11797.7,11823.30
975,Nifty 50,NIFTY 50,13 Jun 2019,11873.9,11931.35,11817.05,11914.05
976,Nifty 50,NIFTY 50,12 Jun 2019,11962.45,11962.45,11866.35,11906.20
977,Nifty 50,NIFTY 50,11 Jun 2019,11959.85,12000.35,11904.35,11965.60
978,Nifty 50,NIFTY 50,10 Jun 2019,11934.9,11975.05,11871.75,11922.70
979,Nifty 50,NIFTY 50,07 Jun 2019,11865.2,11897.5,11769.5,11870.65
980,Nifty 50,NIFTY 50,06 Jun 2019,12039.8,12039.8,11830.25,11843.75
981,Nifty 50,NIFTY 50,04 Jun 2019,12052.65,12095.2,12005.85,12021.65
982,Nifty 50,NIFTY 50,03 Jun 2019,11953.75,12103.05,11920.1,12088.55
983,Nifty 50,NIFTY 50,31 May 2019,11999.8,12039.25,11829.45,11922.80
984,Nifty 50,NIFTY 50,30 May 2019,11865.3,11968.55,11859.4,11945.90
985,Nifty 50,NIFTY 50,29 May 2019,11905.8,11931.9,11836.8,11861.10
986,Nifty 50,NIFTY 50,28 May 2019,11958.35,11958.55,11864.9,11928.75
987,Nifty 50,NIFTY 50,27 May 2019,11855.5,11957.15,11812.4,11924.75
988,Nifty 50,NIFTY 50,24 May 2019,11748,11859,11658.1,11844.10
989,Nifty 50,NIFTY 50,23 May 2019,11901.3,12041.15,11614.5,11657.05
990,Nifty 50,NIFTY 50,22 May 2019,11727.95,11784.8,11682.4,11737.90
991,Nifty 50,NIFTY 50,21 May 2019,11863.65,11883.55,11682.8,11709.10
992,Nifty 50,NIFTY 50,20 May 2019,11651.9,11845.2,11591.7,11828.25
993,Nifty 50,NIFTY 50,17 May 2019,11261.9,11426.15,11259.85,11407.15
994,Nifty 50,NIFTY 50,16 May 2019,11180.35,11281.55,11143.35,11257.10
995,Nifty 50,NIFTY 50,15 May 2019,11271.7,11286.8,11136.95,11157.00
996,Nifty 50,NIFTY 50,14 May 2019,11151.65,11294.75,11108.3,11222.05
997,Nifty 50,NIFTY 50,13 May 2019,11258.7,11300.2,11125.6,11148.20
998,Nifty 50,NIFTY 50,10 May 2019,11314.15,11345.8,11251.05,11278.90
999,Nifty 50,NIFTY 50,09 May 2019,11322.4,11357.6,11255.05,11301.80
1000,Nifty 50,NIFTY 50,08 May 2019,11478.7,11479.1,11346.95,11359.45
1001,Nifty 50,NIFTY 50,07 May 2019,11651.5,11657.05,11484.45,11497.90
1002,Nifty 50,NIFTY 50,06 May 2019,11605.8,11632.55,11571.35,11598.25
1003,Nifty 50,NIFTY 50,03 May 2019,11722.6,11770.9,11699.35,11712.25
1004,Nifty 50,NIFTY 50,02 May 2019,11725.55,11789.3,11699.55,11724.75
1005,Nifty 50,NIFTY 50,30 Apr 2019,11748.75,11756.25,11655.9,11748.15
1006,Nifty 50,NIFTY 50,26 Apr 2019,11683.75,11762.9,11661.75,11754.65
1007,Nifty 50,NIFTY 50,25 Apr 2019,11735.7,11796.75,11624.3,11641.80
1008,Nifty 50,NIFTY 50,24 Apr 2019,11601.5,11740.85,11578.85,11726.15
1009,Nifty 50,NIFTY 50,23 Apr 2019,11612.95,11645.95,11564.8,11575.95
1010,Nifty 50,NIFTY 50,22 Apr 2019,11727.05,11727.05,11583.95,11594.45
1011,Nifty 50,NIFTY 50,18 Apr 2019,11856.15,11856.15,11738.5,11752.80
1012,Nifty 50,NIFTY 50,16 Apr 2019,11736.2,11810.95,11731.55,11787.15
1013,Nifty 50,NIFTY 50,15 Apr 2019,11667,11704.6,11648.25,11690.35
1014,Nifty 50,NIFTY 50,12 Apr 2019,11612.85,11657.35,11578.8,11643.45
1015,Nifty 50,NIFTY 50,11 Apr 2019,11592.55,11606.7,11550.55,11596.70
1016,Nifty 50,NIFTY 50,10 Apr 2019,11646.85,11680.05,11571.75,11584.30
1017,Nifty 50,NIFTY 50,09 Apr 2019,11612.05,11683.9,11569.7,11671.95
1018,Nifty 50,NIFTY 50,08 Apr 2019,11704.35,11710.3,11549.1,11604.50
1019,Nifty 50,NIFTY 50,05 Apr 2019,11638.4,11689.65,11609.5,11665.95
1020,Nifty 50,NIFTY 50,04 Apr 2019,11660.2,11662.55,11559.2,11598.00
1021,Nifty 50,NIFTY 50,03 Apr 2019,11735.3,11761,11629.15,11643.95
1022,Nifty 50,NIFTY 50,02 Apr 2019,11711.55,11729.35,11655.85,11713.20
1023,Nifty 50,NIFTY 50,01 Apr 2019,11665.2,11738.1,11644.75,11669.15
1024,Nifty 50,NIFTY 50,29 Mar 2019,11625.45,11630.35,11570.15,11623.90
1025,Nifty 50,NIFTY 50,28 Mar 2019,11463.65,11588.5,11452.45,11570.00
1026,Nifty 50,NIFTY 50,27 Mar 2019,11531.45,11546.2,11413,11445.05
1027,Nifty 50,NIFTY 50,26 Mar 2019,11375.2,11496.75,11352.45,11483.25
1028,Nifty 50,NIFTY 50,25 Mar 2019,11395.65,11395.65,11311.6,11354.25
1029,Nifty 50,NIFTY 50,22 Mar 2019,11549.2,11572.8,11434.55,11456.90
1030,Nifty 50,NIFTY 50,20 Mar 2019,11553.35,11556.1,11503.1,11521.05
1031,Nifty 50,NIFTY 50,19 Mar 2019,11500.3,11543.85,11451.25,11532.40
1032,Nifty 50,NIFTY 50,18 Mar 2019,11473.85,11530.15,11412.5,11462.20
1033,Nifty 50,NIFTY 50,15 Mar 2019,11376.85,11487,11370.8,11426.85
1034,Nifty 50,NIFTY 50,14 Mar 2019,11382.5,11383.45,11313.75,11343.25
1035,Nifty 50,NIFTY 50,13 Mar 2019,11326.2,11352.3,11276.6,11341.70
1036,Nifty 50,NIFTY 50,12 Mar 2019,11231.35,11320.4,11227,11301.20
1037,Nifty 50,NIFTY 50,11 Mar 2019,11068.75,11180.9,11059.85,11168.05
1038,Nifty 50,NIFTY 50,08 Mar 2019,11038.85,11049,11008.95,11035.40
1039,Nifty 50,NIFTY 50,07 Mar 2019,11077.95,11089.05,11027.1,11058.20
1040,Nifty 50,NIFTY 50,06 Mar 2019,11024.85,11062.3,10998.85,11053.00
1041,Nifty 50,NIFTY 50,05 Mar 2019,10864.85,10994.9,10817,10987.45
1042,Nifty 50,NIFTY 50,01 Mar 2019,10842.65,10877.9,10823.1,10863.50
1043,Nifty 50,NIFTY 50,28 Feb 2019,10865.7,10865.7,10784.85,10792.50
1044,Nifty 50,NIFTY 50,27 Feb 2019,10881.2,10939.7,10751.2,10806.65
1045,Nifty 50,NIFTY 50,26 Feb 2019,10775.3,10888.75,10729.3,10835.30
1046,Nifty 50,NIFTY 50,25 Feb 2019,10813.25,10887.1,10788.05,10880.10
1047,Nifty 50,NIFTY 50,22 Feb 2019,10782.7,10801.55,10758.4,10791.65
1048,Nifty 50,NIFTY 50,21 Feb 2019,10744.1,10808.85,10721.5,10789.85
1049,Nifty 50,NIFTY 50,20 Feb 2019,10655.45,10752.7,10646.4,10735.45
1050,Nifty 50,NIFTY 50,19 Feb 2019,10636.7,10722.85,10585.65,10604.35
1051,Nifty 50,NIFTY 50,18 Feb 2019,10738.65,10759.9,10628.4,10640.95
1052,Nifty 50,NIFTY 50,15 Feb 2019,10780.25,10785.75,10620.4,10724.40
1053,Nifty 50,NIFTY 50,14 Feb 2019,10786.1,10792.7,10718.75,10746.05
1054,Nifty 50,NIFTY 50,13 Feb 2019,10870.55,10891.65,10772.1,10793.65
1055,Nifty 50,NIFTY 50,12 Feb 2019,10879.7,10910.9,10823.8,10831.40
1056,Nifty 50,NIFTY 50,11 Feb 2019,10930.9,10930.9,10857.1,10888.80
1057,Nifty 50,NIFTY 50,08 Feb 2019,11023.5,11041.2,10925.45,10943.60
1058,Nifty 50,NIFTY 50,07 Feb 2019,11070.45,11118.1,11043.6,11069.40
1059,Nifty 50,NIFTY 50,06 Feb 2019,10965.1,11072.6,10962.7,11062.45
1060,Nifty 50,NIFTY 50,05 Feb 2019,10908.65,10956.7,10886.7,10934.35
1061,Nifty 50,NIFTY 50,04 Feb 2019,10876.75,10927.9,10814.15,10912.25
1062,Nifty 50,NIFTY 50,01 Feb 2019,10851.35,10983.45,10813.45,10893.65
1063,Nifty 50,NIFTY 50,31 Jan 2019,10690.55,10838.05,10678.55,10830.95
1064,Nifty 50,NIFTY 50,30 Jan 2019,10702.25,10710.2,10612.85,10651.80
1065,Nifty 50,NIFTY 50,29 Jan 2019,10653.7,10690.35,10583.65,10652.20
1066,Nifty 50,NIFTY 50,28 Jan 2019,10792.45,10804.45,10630.95,10661.55
1067,Nifty 50,NIFTY 50,25 Jan 2019,10859.75,10931.7,10756.45,10780.55
1068,Nifty 50,NIFTY 50,24 Jan 2019,10844.05,10866.6,10798.65,10849.80
1069,Nifty 50,NIFTY 50,23 Jan 2019,10931.05,10944.8,10811.95,10831.50
1070,Nifty 50,NIFTY 50,22 Jan 2019,10949.8,10949.8,10864.15,10922.75
1071,Nifty 50,NIFTY 50,21 Jan 2019,10919.35,10987.45,10885.75,10961.85
1072,Nifty 50,NIFTY 50,18 Jan 2019,10914.85,10928.2,10852.2,10906.95
1073,Nifty 50,NIFTY 50,17 Jan 2019,10920.85,10930.65,10844.65,10905.20
1074,Nifty 50,NIFTY 50,16 Jan 2019,10899.65,10928.15,10876.9,10890.30
1075,Nifty 50,NIFTY 50,15 Jan 2019,10777.55,10896.95,10777.55,10886.80
1076,Nifty 50,NIFTY 50,14 Jan 2019,10807,10808,10692.35,10737.60
1077,Nifty 50,NIFTY 50,11 Jan 2019,10834.75,10850.15,10739.4,10794.95
1078,Nifty 50,NIFTY 50,10 Jan 2019,10859.35,10859.35,10801.8,10821.60
1079,Nifty 50,NIFTY 50,09 Jan 2019,10862.4,10870.4,10749.4,10855.15
1080,Nifty 50,NIFTY 50,08 Jan 2019,10786.25,10818.45,10733.25,10802.15
1081,Nifty 50,NIFTY 50,07 Jan 2019,10804.85,10835.95,10750.15,10771.80
1082,Nifty 50,NIFTY 50,04 Jan 2019,10699.7,10741.05,10628.65,10727.35
1083,Nifty 50,NIFTY 50,03 Jan 2019,10796.8,10814.05,10661.25,10672.25
1084,Nifty 50,NIFTY 50,02 Jan 2019,10868.85,10895.35,10735.05,10792.50
1085,Nifty 50,NIFTY 50,01 Jan 2019,10881.7,10923.6,10807.1,10910.10
1086,Nifty 50,NIFTY 50,31 Dec 2018,10913.2,10923.55,10853.2,10862.55
1087,Nifty 50,NIFTY 50,28 Dec 2018,10820.95,10893.6,10817.15,10859.90
1088,Nifty 50,NIFTY 50,27 Dec 2018,10817.9,10834.2,10764.45,10779.80
1089,Nifty 50,NIFTY 50,26 Dec 2018,10635.45,10747.5,10534.55,10729.85
1090,Nifty 50,NIFTY 50,24 Dec 2018,10780.9,10782.3,10649.25,10663.50
1091,Nifty 50,NIFTY 50,21 Dec 2018,10944.25,10963.65,10738.65,10754.00
1092,Nifty 50,NIFTY 50,20 Dec 2018,10885.2,10962.55,10880.05,10951.70
1093,Nifty 50,NIFTY 50,19 Dec 2018,10930.55,10985.15,10928,10967.30
1094,Nifty 50,NIFTY 50,18 Dec 2018,10850.9,10915.4,10819.1,10908.70
1095,Nifty 50,NIFTY 50,17 Dec 2018,10853.2,10900.35,10844.85,10888.35
1096,Nifty 50,NIFTY 50,14 Dec 2018,10784.5,10815.75,10752.1,10805.45
1097,Nifty 50,NIFTY 50,13 Dec 2018,10810.75,10838.6,10749.5,10791.55
